,FileName,Label,ClassName
0,activity_data\test\Basketball\v_Basketball_g25_c02\img_000000.png,1,Basketball
1,activity_data\test\Basketball\v_Basketball_g25_c02\img_000001.png,1,Basketball
2,activity_data\test\Basketball\v_Basketball_g25_c02\img_000002.png,1,Basketball
3,activity_data\test\Basketball\v_Basketball_g25_c02\img_000003.png,1,Basketball
4,activity_data\test\Basketball\v_Basketball_g25_c02\img_000004.png,1,Basketball
5,activity_data\test\Basketball\v_Basketball_g25_c02\img_000005.png,1,Basketball
6,activity_data\test\Basketball\v_Basketball_g25_c02\img_000006.png,1,Basketball
7,activity_data\test\Basketball\v_Basketball_g25_c02\img_000007.png,1,Basketball
8,activity_data\test\Basketball\v_Basketball_g25_c02\img_000008.png,1,Basketball
9,activity_data\test\Basketball\v_Basketball_g25_c02\img_000009.png,1,Basketball
10,activity_data\test\Basketball\v_Basketball_g25_c02\img_000010.png,1,Basketball
11,activity_data\test\Basketball\v_Basketball_g25_c02\img_000011.png,1,Basketball
12,activity_data\test\Basketball\v_Basketball_g25_c02\img_000012.png,1,Basketball
13,activity_data\test\Basketball\v_Basketball_g25_c02\img_000013.png,1,Basketball
14,activity_data\test\Basketball\v_Basketball_g25_c02\img_000014.png,1,Basketball
15,activity_data\test\Basketball\v_Basketball_g25_c02\img_000015.png,1,Basketball
16,activity_data\test\Basketball\v_Basketball_g25_c02\img_000016.png,1,Basketball
17,activity_data\test\Basketball\v_Basketball_g25_c02\img_000017.png,1,Basketball
18,activity_data\test\Basketball\v_Basketball_g25_c02\img_000018.png,1,Basketball
19,activity_data\test\Basketball\v_Basketball_g25_c02\img_000019.png,1,Basketball
20,activity_data\test\Basketball\v_Basketball_g25_c02\img_000020.png,1,Basketball
21,activity_data\test\Basketball\v_Basketball_g25_c02\img_000021.png,1,Basketball
22,activity_data\test\Basketball\v_Basketball_g25_c02\img_000022.png,1,Basketball
23,activity_data\test\Basketball\v_Basketball_g25_c02\img_000023.png,1,Basketball
24,activity_data\test\Basketball\v_Basketball_g25_c02\img_000024.png,1,Basketball
25,activity_data\test\Basketball\v_Basketball_g25_c02\img_000025.png,1,Basketball
26,activity_data\test\Basketball\v_Basketball_g25_c02\img_000026.png,1,Basketball
27,activity_data\test\Basketball\v_Basketball_g25_c02\img_000027.png,1,Basketball
28,activity_data\test\Basketball\v_Basketball_g25_c02\img_000028.png,1,Basketball
29,activity_data\test\Basketball\v_Basketball_g25_c02\img_000029.png,1,Basketball
30,activity_data\test\Basketball\v_Basketball_g25_c02\img_000030.png,1,Basketball
31,activity_data\test\Basketball\v_Basketball_g25_c02\img_000031.png,1,Basketball
32,activity_data\test\Basketball\v_Basketball_g25_c02\img_000032.png,1,Basketball
33,activity_data\test\Basketball\v_Basketball_g25_c02\img_000033.png,1,Basketball
34,activity_data\test\Basketball\v_Basketball_g25_c02\img_000034.png,1,Basketball
35,activity_data\test\Basketball\v_Basketball_g25_c02\img_000035.png,1,Basketball
36,activity_data\test\Basketball\v_Basketball_g25_c02\img_000036.png,1,Basketball
37,activity_data\test\Basketball\v_Basketball_g25_c02\img_000037.png,1,Basketball
38,activity_data\test\Basketball\v_Basketball_g25_c02\img_000038.png,1,Basketball
39,activity_data\test\Basketball\v_Basketball_g25_c02\img_000039.png,1,Basketball
40,activity_data\test\Basketball\v_Basketball_g25_c02\img_000040.png,1,Basketball
41,activity_data\test\Basketball\v_Basketball_g25_c02\img_000041.png,1,Basketball
