,FileName,Label,ClassName
0,activity_data\test\Archery\v_Archery_g25_c05\img_000000.png,0,Archery
1,activity_data\test\Archery\v_Archery_g25_c05\img_000001.png,0,Archery
2,activity_data\test\Archery\v_Archery_g25_c05\img_000002.png,0,Archery
3,activity_data\test\Archery\v_Archery_g25_c05\img_000003.png,0,Archery
4,activity_data\test\Archery\v_Archery_g25_c05\img_000004.png,0,Archery
5,activity_data\test\Archery\v_Archery_g25_c05\img_000005.png,0,Archery
6,activity_data\test\Archery\v_Archery_g25_c05\img_000006.png,0,Archery
7,activity_data\test\Archery\v_Archery_g25_c05\img_000007.png,0,Archery
8,activity_data\test\Archery\v_Archery_g25_c05\img_000008.png,0,Archery
9,activity_data\test\Archery\v_Archery_g25_c05\img_000009.png,0,Archery
10,activity_data\test\Archery\v_Archery_g25_c05\img_000010.png,0,Archery
11,activity_data\test\Archery\v_Archery_g25_c05\img_000011.png,0,Archery
12,activity_data\test\Archery\v_Archery_g25_c05\img_000012.png,0,Archery
13,activity_data\test\Archery\v_Archery_g25_c05\img_000013.png,0,Archery
14,activity_data\test\Archery\v_Archery_g25_c05\img_000014.png,0,Archery
15,activity_data\test\Archery\v_Archery_g25_c05\img_000015.png,0,Archery
16,activity_data\test\Archery\v_Archery_g25_c05\img_000016.png,0,Archery
17,activity_data\test\Archery\v_Archery_g25_c05\img_000017.png,0,Archery
18,activity_data\test\Archery\v_Archery_g25_c05\img_000018.png,0,Archery
19,activity_data\test\Archery\v_Archery_g25_c05\img_000019.png,0,Archery
20,activity_data\test\Archery\v_Archery_g25_c05\img_000020.png,0,Archery
21,activity_data\test\Archery\v_Archery_g25_c05\img_000021.png,0,Archery
22,activity_data\test\Archery\v_Archery_g25_c05\img_000022.png,0,Archery
23,activity_data\test\Archery\v_Archery_g25_c05\img_000023.png,0,Archery
24,activity_data\test\Archery\v_Archery_g25_c05\img_000024.png,0,Archery
25,activity_data\test\Archery\v_Archery_g25_c05\img_000025.png,0,Archery
26,activity_data\test\Archery\v_Archery_g25_c05\img_000026.png,0,Archery
27,activity_data\test\Archery\v_Archery_g25_c05\img_000027.png,0,Archery
28,activity_data\test\Archery\v_Archery_g25_c05\img_000028.png,0,Archery
29,activity_data\test\Archery\v_Archery_g25_c05\img_000029.png,0,Archery
30,activity_data\test\Archery\v_Archery_g25_c05\img_000030.png,0,Archery
